gdp pc test,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Saint Lucia,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,930.8024527,933.7261619,936.6590546,939.6011598,942.5525062,945.5131231,948.4830394,951.4622844,954.4508874,957.4488778,960.4562851,963.4731389,966.4994687,969.5353045,972.580676,975.6356132,978.7001462,981.774305,984.85812,987.9516215,991.0548398,994.1678055,997.2905493,1000.423102,1003.565494,1006.717756,1009.87992,1013.052017,1016.234077,1019.426132,1022.628214,1025.840354,1029.062583,1032.294933,1035.537437,1038.790125,1042.05303,1045.326185,1048.60962,1051.903369,1055.207464,1058.521937,1061.846821,1065.182149,1068.527953,1071.884267,1075.251123,1078.628555,1082.016595,1085.415277,1088.824635,1092.244702,1095.675511,1099.117097,1102.569493,1106.032733,1109.506852,1112.991883,1116.487861,1119.994819,1123.512794,1127.041818,1130.581928,1134.133157,1137.69554,1141.269114,1144.853912,1148.44997,1152.057324,1155.676009,1159.30606,1162.947513,1166.600405,1170.26477,1173.940646,1177.628067,1181.327071,1185.037694,1188.759972,1192.493942,1196.239641,1199.997105,1203.766372,1207.547478,1211.34046,1215.145357,1218.962205,1222.791042,1226.631906,1230.484834,1234.349865,1238.227036,1242.116385,1246.017951,1249.931771,1253.857886,1257.796333,1261.74715,1265.710378,1269.686054,1273.674218,1277.674909,1281.688166,1285.714029,1289.752538,1293.803732,1297.867651,1301.944335,1306.033825,1310.136159,1314.251379,1318.379526,1322.520639,1326.67476,1330.841929,1335.022187,1339.215576,1343.422137,1347.64191,1351.874938,1356.121263,1360.380925,1364.653967,1368.940432,1373.24036,1377.553794,1381.880778,1386.221352,1390.575561,1394.943446,1399.325052,1456.581376,1516.180463,1578.218172,1642.794284,1710.012664,1779.981425,1852.813104,1928.624845,2007.538582,2089.681241,2175.184939,2264.187201,2356.831177,2453.265876,2553.646403,2658.134211,2766.897356,2880.110775,2997.956558,3120.624249,3240.582774,3291.34907,3308.586124,3462.362668,3572.9945,4185.712565,4507.381546,4773.786422,4829.938576,4491.724514,4543.197275,4616.475232,4809.751697,5069.071777,5367.562868,6166.824966,6224.539345,6986.991725,7375.895688,7476.50154,7415.165191,7855.310355,7784.993949,7841.960242,7851.764228,8317.926992,8220.429536,8670.005791,8793.020921,8676.196972,8123.668253,8269.003709,8530.069554,8877.746549,9279,10055.44148,10163.96541,10626.24157,10607.21068,10572.64957,10653.71709,10541.44756
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,620.5349685,624.6353555,628.7628372,632.9175925,637.0998018,641.3096463,645.5473088,649.812973,654.106824,658.429048,662.7798325,667.1593663,671.5678392,676.0054426,680.4723688,684.9688118,689.4949664,694.0510291,698.6371975,703.2536704,707.9006482,712.5783324,717.286926,722.0266331,726.7976594,731.6002118,736.4344986,741.3007296,746.1991157,751.1298695,756.0932049,761.0893372,766.118483,771.1808606,776.2766894,781.4061906,786.5695867,791.7671015,796.9989607,802.2653911,807.5666211,812.9028807,818.2744014,823.6814162,829.1241596,834.6028676,840.1177781,845.6691301,851.2571645,856.8821236,862.5442515,868.2437937,873.9809975,879.7561118,885.569387,891.4210753,897.3114306,903.2407083,909.2091656,915.2170615,921.2646565,927.3522129,933.4799949,939.6482681,945.8573003,952.1073606,958.3987203,964.7316522,971.106431,977.5233332,983.9826372,990.4846231,997.029573,1003.617771,1010.249502,1016.925055,1023.644719,1030.408785,1037.217547,1044.0713,1050.970341,1057.91497,1064.905488,1071.942198,1079.025406,1086.155418,1093.332543,1100.557094,1107.829384,1115.149728,1122.518443,1129.93585,1137.402269,1144.918025,1155.908312,1167.004097,1178.206392,1189.51622,1200.934613,1212.462614,1224.101275,1235.851656,1247.714833,1259.691886,1271.783909,1283.992005,1296.31729,1308.760887,1321.323933,1334.007574,1346.812967,1359.741282,1372.793699,1385.971408,1399.275612,1412.707526,1426.268375,1439.959398,1453.781843,1467.736973,1481.82606,1496.050392,1510.411265,1524.909992,1539.547894,1554.326308,1569.246584,1584.310081,1599.518176,1614.872257,1630.373724,1685.77922,1743.067579,1802.302785,1863.551,1926.880631,1992.362414,2060.069484,2130.077464,2202.464548,2277.311584,2345.637561,2401.131424,2224.88922,2281.787,2277.885646,2254.524196,2019.422175,2129.525746,2168.357518,2376.549794,2420.943339,3012.804078,2648.4974,2388.19475,2182.707469,2383.839249,2426.181898,2687.999502,2752.004575,2783.157837,2930.140022,3048.112443,3159.552594,3320.729652,3494.964239,3694.012751,3824.14315,4339.235456,4405.03451,4587.140832,4579.711068,4890.148197,4867.061597,4693.198279,4713.486316,4750.751233,5353.501509,5602.051723,5819.208839,5893.668699,5898.994815,6107.68696,6267.195079,6616.607687,6752,7126.107476,7308.70116,7264.529697,7096.665861,6925.207789,6946.792388,6975.140224
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6859.536846,,,,,,,
Samoa,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1308.440229,1312.689313,1316.952196,1321.228923,1325.519537,1329.824086,1334.142613,1338.475164,1342.821785,1347.182521,1351.557419,1355.946524,1360.349882,1364.76754,1369.199544,1373.64594,1378.106776,1382.582098,1387.071954,1391.57639,1396.095454,1400.629194,1405.177657,1409.74089,1414.318942,1418.911862,1423.519696,1428.142494,1432.780305,1437.433176,1442.101157,1446.784298,1451.482646,1456.196253,1460.925166,1465.669436,1470.429113,1475.204247,1479.994888,1484.801086,1489.622892,1494.460356,1499.31353,1504.182465,1509.06721,1513.967819,1518.884342,1523.816832,1528.765339,1533.729916,1538.710616,1543.70749,1548.720591,1553.749972,1558.795685,1563.857785,1568.936323,1574.031353,1579.142929,1584.271105,1589.415934,1594.57747,1599.755769,1604.950883,1610.162869,1615.39178,1620.637672,1625.900599,1631.180618,1636.477783,1641.79215,1647.123775,1652.472715,1657.839025,1663.222761,1668.623981,1674.042742,1679.479099,1684.93311,1690.404834,1695.894326,1701.401645,1706.926849,1712.469995,1718.031143,1723.61035,1729.207675,1734.823178,1740.456916,1746.108949,1751.779337,1757.46814,1763.175416,1768.901227,1790.530614,1812.424477,1834.586048,1857.018602,1879.725452,1902.709952,1925.975497,1949.525523,1973.363509,1997.492976,2021.917488,2046.640653,2071.666122,2096.997593,2122.638806,2148.593549,2174.865656,2201.459007,2228.377531,2255.625203,2283.206048,2311.124141,2339.383604,2367.988612,2396.943391,2426.252216,2455.919417,2485.949377,2516.34653,2547.115368,2578.260433,2609.786328,2641.697708,2673.999287,2706.695837,2739.792186,2773.293223,2807.203898,2841.529218,2876.274253,2911.444137,2947.044063,2983.07929,3019.555141,3056.477003,3093.850331,3131.680644,3169.973531,3208.734646,3247.969717,3287.684538,3327.884975,3368.576966,3409.766522,3451.459727,3493.662739,3536.381791,3579.623195,3623.393336,3667.69868,3247.050504,3098.024103,3360.955372,3311.515919,3496.43528,3938.62415,3684.398277,3343.021393,3301.912004,3310.117913,3345.521965,3466.034021,3642.485712,3642.570512,3569.520392,3678.484944,3491.923524,3387.060003,3354.370018,3463.167255,3344.810813,3529.460356,3746.215445,3734.023494,3780.306899,3854.826737,4090.82596,4386.17414,4435.874667,4545.090009,4667.131311,4872,4958.102876,5027.02516,5220.461888,4935.241838,4936.378953,5019.261856,5062.108255
San Marino,1031.009937,1032.720874,1034.434651,1036.151271,1037.87074,1039.593063,1041.318244,1043.046287,1044.777199,1046.510982,1048.247643,1049.987186,1051.729616,1053.474937,1055.223154,1056.974273,1058.728297,1060.485233,1062.245083,1064.007855,1065.773551,1078.284845,1090.94301,1103.749772,1116.706874,1129.816082,1143.079182,1156.497978,1170.074301,1183.809998,1197.706941,1211.767022,1225.992157,1240.384283,1254.945361,1269.677374,1284.582328,1299.662254,1314.919206,1330.355262,1345.972524,1361.773119,1377.759201,1393.932946,1410.296557,1426.852263,1443.602319,1460.549008,1477.694636,1495.041539,1512.592081,1530.348651,1548.313669,1566.489581,1584.878864,1603.484021,1622.307587,1641.352126,1660.620232,1680.114529,1699.837674,1719.792351,1739.98128,1760.407211,1781.072924,1801.981236,1823.134994,1844.537079,1866.190407,1888.097928,1910.262624,1932.687515,1955.375656,1978.330136,2001.554083,2025.05066,2048.823067,2072.874543,2097.208362,2121.827841,2146.736331,2171.937227,2197.43396,2223.230003,2249.328871,2275.734117,2302.449339,2329.478175,2356.824308,2384.491461,2412.483404,2440.803948,2469.456952,2498.446319,2527.775997,2557.44998,2587.472312,2617.84708,2648.578423,2679.670527,2711.127625,2742.954004,2775.153998,2807.731994,2840.692427,2874.039789,2907.778621,2941.913519,2976.449132,3011.390164,3046.741375,3082.507579,3118.693649,3155.304514,3253.271308,3354.279803,3458.424439,3565.802588,3676.514643,3790.664118,3908.357739,4029.705544,4154.820991,4283.821058,4416.826356,4553.96124,4695.353927,4841.136615,4991.445605,5146.421432,5306.208992,5470.957682,5640.821536,5815.959372,5996.534937,6182.717064,6374.679826,6572.602703,6776.670746,6987.074752,7204.011441,7427.683643,7658.300483,7896.07758,8141.237249,8394.008704,8654.62828,8923.339647,9200.394041,9486.050499,9780.5761,10084.24622,10397.34477,10720.16449,11053.00722,11396.18414,11750.01611,12114.83396,12490.97878,12878.80225,13278.66698,13690.94682,14116.02724,14554.30568,15006.19191,15472.10844,15952.49087,16447.78836,16958.46398,17484.99521,18027.87432,18200.41255,18788.21673,20073.89493,21089.22319,20481.2273,21663.81426,21860.20814,22164.10828,23062.17033,23467.96268,23327.24934,23112.88779,23102.69699,23569.02155,23951.16617,24352.6211,24846.62161,25600.71288,26163.66691,26386.74996,26454.09397,26307.40921,28235.59427,29844.74081,32272.4696,33561.39549,34139.97107,36445.83552,39346.24789,39601.52881,40967.61421,40066.96491,40557.51817,41431.58491,41590,42602.72923,43684.35067,41955.03786,36417.59343,34338.01595,33233.39546,
Sao Tome and Principe,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,674.6997389,676.1018409,677.5068566,678.9147921,680.3256534,681.7394466,683.1561779,684.5758533,685.9984789,687.424061,688.8526055,690.2841187,691.7186068,693.1560759,694.5965322,696.0399819,697.4864313,698.9358866,700.388354,701.8438398,703.3023503,704.7638917,706.2284703,707.6960926,709.1667647,710.640493,712.1172839,713.5971437,715.0800789,716.5660957,718.0552007,719.5474002,721.0427006,722.5411085,724.0426302,725.5472723,727.0550411,728.5659433,730.0799853,731.5971736,733.1175149,734.6410156,736.1676822,737.6975215,739.23054,740.7667442,742.3061408,743.8487365,745.3945379,746.9435516,748.4957843,750.0512428,751.6099336,753.1718636,754.7370395,756.305468,757.8771558,759.4521098,761.0303368,762.6118434,764.1966366,765.7847232,767.37611,768.9708039,770.5688118,772.1701405,773.7747969,775.382788,776.9941207,778.6088019,780.2268385,781.8482377,783.4730063,785.1011514,786.7326799,788.3675989,790.0059155,791.6476366,793.2927695,794.9413211,796.5932986,798.2487091,799.9075598,801.5698577,803.23561,804.904824,806.5775068,808.2536656,809.9333076,811.6164402,813.3030704,814.9932057,816.6868533,818.3840205,820.0847145,821.7889428,823.4967127,825.2080315,826.9229067,828.6413455,830.3633554,832.0889439,833.8181184,835.5508862,837.287255,839.0272321,840.7708251,842.5180414,844.2688887,846.0233745,847.7815062,849.5432916,851.3087381,853.0778535,854.8506452,856.627121,858.4072886,860.1911555,861.9787295,863.7700183,865.5650295,867.3637711,869.1662506,870.9724758,872.7824546,874.5961948,876.413704,878.2349903,880.0600614,881.8889253,883.7215897,880.978212,879.5835855,879.7448425,915.5612392,822.7700998,868.2120919,860.7369026,943.0618398,844.4604692,934.4687483,1004.730529,1071.551119,1136.310495,1197.783516,1254.590654,1327.903536,1384.840593,1440.23876,1496.123551,1550.804549,1597.294719,1532.985254,1459.78484,1460.350797,1531.237217,1612.479346,1737.561657,1796.060613,1947.86289,2164.302411,1530.247771,1890.218117,1687.82547,1513.796659,1601.21239,1583.515321,1516.525457,1508.152986,1498.631581,1497.003882,1458.625116,1428.777814,1406.599194,1399.620545,1382.989208,1365.176404,1339.076036,1327.099054,1321.09115,1320.58294,1331.584224,1353.09239,1396.441935,1435.80391,1460,1619.667609,1626.890927,1746.87152,1787.370014,1835.456105,1890.427614,1927.702511
Saudi Arabia,441.2682505,441.3723752,441.4765245,441.5806983,441.6848967,441.7891197,441.8933673,441.9976395,442.1019363,442.2062577,442.3106037,442.4149744,442.5193696,442.6237895,442.7282341,442.8327033,442.9371971,443.0417156,443.1462588,443.2508266,443.3554191,445.9366929,448.5329951,451.1444134,453.7710356,456.4129505,459.0702469,461.7430144,464.4313431,467.1353237,469.8550472,472.5906052,475.3420901,478.1095944,480.8932115,483.6930353,486.5091599,489.3416804,492.1906922,495.0562914,497.9385744,500.8376385,503.7535813,506.6865011,509.6364967,512.6036676,515.5881138,518.5899358,521.6092348,524.6461126,527.7006714,530.7730144,533.8632449,536.9714671,540.0977858,543.2423064,546.4051347,549.5863775,552.7861419,556.0045357,559.2416675,562.4976462,565.7725817,569.0665843,572.379765,575.7122355,579.0641081,582.4354957,585.826512,589.2372713,592.6678884,596.118479,599.5891594,603.0800466,606.5912582,610.1229125,613.6751286,617.2480261,620.8417255,624.456348,628.0920152,631.7488498,635.4269749,639.1265146,642.8475934,646.5903369,650.3548712,654.141323,657.9498201,661.7804907,665.633464,669.5088699,673.4068388,677.3275023,681.2709923,685.2374419,689.2269847,693.2397551,697.2758884,701.3355206,705.4187885,709.5258298,713.6567827,717.8117867,721.9909816,726.1945083,730.4225085,734.6751247,738.9525002,743.2547791,747.5821065,751.9346281,756.3124907,760.7158418,803.7762939,849.2741904,897.3475031,948.1420141,1001.811757,1058.519485,1118.437164,1181.746494,1248.639459,1319.318912,1393.999188,1472.906754,1556.280896,1644.374446,1737.454546,1835.803462,1939.719435,2049.51759,2165.530888,2288.11114,2417.630068,2554.480437,2699.077245,2851.85898,3013.288952,3183.856695,3364.079456,3554.503756,3755.707058,3968.299507,4192.925788,4430.267079,4681.043115,4946.014373,5225.984374,5521.802125,5834.364691,6208.712386,6459.554823,6968.420909,7615.790541,7642.32731,8042.357973,8157.591248,8380.69704,9044.260659,9726.957613,10635.36353,11626.41975,12332.86972,13089.09887,14304.44216,15958.98799,16903.04886,17910.56394,18751.91109,19938.92397,22166.85848,24837.42865,28873.35397,32254.53671,30827.93144,31661.4183,34167.7626,33789.05228,33588.80869,34568.06035,35101.24591,33693.17525,28412.05977,26815.58998,23663.0806,21161.2434,21198.26136,20995.14208,20934.15182,23520.95202,25113.59458,24841.61777,23173.54483,22010.66134,21162.71443,20772.35619,20586.69019,20353.6982,19635.30493,20001.87326,19528.5007,19014.54118,19945.47406,20481.97551,21220,21667.79706,22212.03432,23293.77485,22943.13849,23841.28888,25127.13555,26259.62135
Senegal,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,420.7302392,422.7030829,424.6851775,426.6765663,428.6772929,430.6874011,432.7069348,434.7359384,436.7744562,438.8225327,440.8802129,442.9475417,445.0245644,447.1113265,449.2078736,451.3142517,453.4305067,455.556685,457.6928332,459.838998,461.9952264,464.1615655,466.3380628,468.5247658,470.7217226,472.9289811,475.1465896,477.3745967,479.6130511,481.8620019,484.1214982,486.3915895,488.6723254,490.963756,493.2659313,495.5789017,497.9027178,500.2374305,502.5830909,504.9397504,507.3074604,509.6862729,512.0762398,514.4774135,516.8898465,519.3135917,521.748702,524.1952308,526.6532316,529.1227582,531.6038646,534.0966052,536.6010345,539.1172072,541.6451786,544.1850038,546.7367386,549.3004386,551.8761601,554.4639594,557.0638931,559.6760181,562.3003917,564.9370712,567.5861143,570.247579,572.9215236,575.6080066,578.3070867,581.0188231,583.7432751,586.4805023,589.2305646,591.9935222,594.7694355,597.5583654,600.3603728,603.1755192,606.003866,608.8454752,611.7004089,614.5687297,617.4505004,620.3457839,623.2546437,626.1771434,629.113347,632.0633187,635.0271231,638.0048251,640.9964898,644.0021827,647.0219696,650.0559165,663.6879344,677.6058229,691.815577,706.3233171,721.1352923,736.2578825,751.6976014,767.4610994,783.5551663,799.9867344,816.7628811,833.8908326,851.3779664,869.2318146,887.4600675,906.0705765,925.0713578,944.4705956,964.2766457,984.4980392,1005.143486,1026.221879,1047.742297,1069.714009,1092.14648,1115.049372,1138.43255,1162.306085,1186.680261,1211.565577,1236.97275,1262.912726,1289.396677,1316.43601,1344.042372,1372.227655,1401.003998,1426.067816,1450.356983,1473.803262,1497.638532,1521.721974,1544.672693,1567.653006,1590.373869,1611.699724,1607.711232,1641.119851,1654.988723,1676.996349,1668.632452,1681.14756,1678.352465,1612.404632,1668.22492,1515.397885,1597.177294,1547.205504,1597.712056,1463.614435,1479.550074,1553.670142,1655.332935,1561.769116,1454.393566,1508.724189,1414.10891,1360.067383,1518.479984,1509.422171,1395.705742,1404.605304,1427.989223,1441.72072,1470.264047,1402.528164,1423.271057,1376.72363,1367.899369,1301.358576,1302.798513,1333.031189,1362.469301,1392.368347,1432.949387,1466.614684,1511.486784,1542.027442,1519.635262,1579.90859,1630.747669,1676,1671.193351,1707.392095,1723.337967,1714.164495,1740.515097,1739.372608,1753.488009
Serbia,1308.865847,1310.225205,1311.585976,1312.94816,1314.311758,1315.676773,1317.043205,1318.411057,1319.780329,1321.151023,1322.523141,1323.896684,1325.271653,1326.648051,1328.025878,1329.405136,1330.785826,1332.16795,1333.55151,1334.936507,1336.322942,1339.0764,1341.835532,1344.600348,1347.370862,1350.147084,1352.929026,1355.716701,1358.51012,1361.309294,1364.114236,1366.924957,1369.74147,1372.563786,1375.391918,1378.225876,1381.065675,1383.911324,1386.762837,1389.620225,1392.483501,1395.352676,1398.227764,1401.108775,1403.995723,1406.888619,1409.787476,1412.692306,1415.603121,1418.519934,1421.442757,1424.371602,1427.306483,1430.24741,1433.194397,1436.147456,1439.1066,1442.071841,1445.043192,1448.020666,1451.004274,1453.99403,1456.989947,1459.992036,1463.000311,1466.014785,1469.03547,1472.062378,1475.095524,1478.13492,1481.180578,1506.706615,1532.672557,1559.085986,1585.954612,1613.286281,1641.088972,1669.370802,1698.14003,1727.405055,1757.17442,1787.456819,1818.261091,1849.596231,1881.471387,1913.895867,1946.879136,1980.430824,2014.560729,2049.278813,2084.595215,2098.737403,2112.975533,2127.310258,2141.742231,2156.272112,2170.900566,2185.628262,2200.455873,2215.384076,2230.413554,2266.047357,2302.250457,2339.03195,2376.401075,2414.367222,2452.939928,2492.128884,2531.943935,2572.395084,2613.492494,2613.515161,2613.537829,2613.560496,2604.379233,2595.230222,2586.113352,2577.028508,2567.975579,2558.954452,2549.965016,2575.114314,2613.023513,2710.158797,2863.713485,2961.989155,3123.965427,3029.721741,3249.767032,3373.218411,3260.185858,3117.554074,2788.599508,2835.853052,2901.089178,2818.197359,3140.560848,3148.910376,3354.112187,3490.939057,3460.242165,3429.8152,3399.655789,3369.761579,3340.130237,3310.759453,3281.646936,3252.790413,3828.924065,4150.146633,3835.160555,3934.494108,3581.459448,4062.063074,4233.200488,4444.306574,4307.014876,4981.090891,5143.118331,5721.265446,6026.1318,6235.081034,6289.629157,6877.269504,7465.673528,7592.724172,7925.240391,7991.707066,8091.852627,8926.1214,9283.91172,10263.93427,10522.06749,10782.42898,12065.31565,11959.25179,12213.27262,12980.66956,13578.30961,14387.78218,14992.88508,15168.17714,15181.0927,15225.821,15526.09812,15569.66872,16126.32221,15870.87851,15578.62342,15313.99233,14143.66121,12990.68106,9325.068238,6478.9103,6639.37925,7012.191302,7344.151268,7914.320304,8133.202498,6302.012018,6607.328447,6939.81984,7236.075251,7436.235972,8081.656869,8609,8954.06264,9475.925194,9877.972059,9570.543573,9437.814608,9502.940866,9335.959115
